symbol,avg_sentiment,news_count
ORTEL,-0.0202,10
KALYANIFRG,0.0,0
GUJGASLTD,-0.0931,10
OSWALSEEDS,0.0981,2
RALLIS,0.2213,10
RAMAPHO,0.065,10
RAMCOIND,0.0279,5
GULPOLY,0.2467,4
RAMKY,0.2762,10
RAMRAT,0.3066,10
FMNL,0.2165,4
RANEHOLDIN,0.3011,4
FLUOROCHEM,0.0872,10
INDOBORAX,0.1927,10
HARIOMPIPE,0.2693,10
MUTHOOTFIN,0.1078,10
RAYMONDLSL,0.0757,10
CANBK,0.1805,10
KBCGLOBAL,0.3417,10
NAGREEKEXP,0.0,0
PARAS,0.3199,10
PARADEEP,0.0841,10
CELEBRITY,0.1537,10
RCOM,0.0923,10
PATELENG,0.1745,10
REDINGTON,0.1909,10
REFEX,0.1962,10
GAEL,0.2066,10
KEYFINSERV,0.2228,4
GALLANTT,0.2774,10
PCJEWELLER,0.4394,10
HDFCBANK,0.236,10
RELINFRA,0.1714,10
KFINTECH,0.0963,10
RELTD,0.0961,10
NAVKARURB,0.3785,3
AAATECH,0.1756,3
REPRO,-0.0347,10
CREATIVEYE,0.6249,1
RESPONIND,0.0554,10
INSPIRISYS,0.1561,10
PFC,0.1475,10
CTE,-0.1283,10
INTLCONV,0.1446,4
DAMODARIND,0.3119,3
RIIL,0.233,10
NCC,0.3357,10
INTERARCH,0.3833,10
RKDL,0.1122,3
RISHABH,0.2501,10
PIIND,-0.0369,10
RKFORGE,0.065,10
HINDALCO,0.2982,10
DDEVPLSTIK,0.0923,5
ROHLTD,0.0257,4
HINDCOPPER,0.1072,10
DEEPINDS,0.19,10
ROLLT,0.1861,10
ROLTA,-0.186,10
NGLFINE,0.1637,10
ROML,0.074,10
ROSSTECH,0.3783,4
ROSSARI,0.3535,10
KREBSBIO,0.1396,5
DNAMEDIA,0.5267,1
PNB,0.3272,10
DMCC,0.1819,10
MAXIND,-0.001,10
RPSGVENT,0.1909,3
DVL,0.2927,10
RPOWER,0.2621,10
ECOSMOBLTY,0.289,7
MEDIASSIST,0.2538,10
NITIRAJ,0.2669,10
AKG,0.2073,10
ALPSINDUS,0.0258,1
RTNINDIA,0.2683,10
PPAP,0.1197,10
RUBYMILLS,-0.0723,10
RUCHINFRA,0.0,1
HONASA,0.0809,10
NLCINDIA,0.2558,10
NORTHARC,0.2888,10
RUCHIRA,0.1471,10
NPST,0.224,10
LANDMARK,0.1875,10
APOLLOPIPE,0.2158,10
LATTEYS,0.1225,10
PREMIERENE,0.5387,10
ACCELYA,0.2654,10
S&SPOWER,0.0709,10
ICICIBANK,0.2797,10
JISLJALEQS,0.0772,6
SAGARDEEP,-0.0178,5
SAGCEM,-0.2263,2
APOLLOTYRE,0.1571,10
SAFARI,0.2088,10
OBEROIRLTY,0.2124,10
ACMESOLAR,0.1978,10
SAHYADRI,0.1133,10
PROZONER,-0.2989,10
SAKHTISUG,0.3921,3
PRUDENT,0.4096,10
SAKSOFT,0.2222,10
PSB,0.0494,10
MODTHREAD,0.0,0
SALONA,-0.0544,10
LLOYDSME,0.2465,10
EUROTEXIND,0.0,0
LOYALTEX,0.0,0
GRPLTD,0.3128,10
RACLGEAR,0.2633,2
SAMMAANCAP,0.2302,10
JSWSTEEL,0.2009,10
BANARISUG,0.0,1
LUMAXIND,0.3125,2
SAMHI,0.0816,10
GTECJAINX,0.0,0
SANDESH,0.1026,10
ORIENTCEM,0.3597,10
RADICO,0.19,10
GTLINFRA,0.2868,10
SANGINITA,0.1185,10
SANOFICONR,0.217,8
LUPIN,0.2079,10
ORIENTLTD,0.0,0
SANWARIA,-0.1233,10
SANSTAR,0.2885,10
SANATHAN,0.2657,10
INDIASHLTR,0.0139,5
SARLAPOLY,0.2906,9
SAREGAMA,0.2209,10
SARVESHWAR,0.162,10
MUFIN,0.1626,10
BODALCHEM,0.1558,7
SAURASHCEM,0.0,0
KANANIIND,0.0258,1
BOHRAIND,0.0,0
BIOCON,0.267,10
SATIN,0.3323,10
SBCL,0.2619,10
SBGLP,-0.132,10
INDOTECH,0.3054,10
MAHSCOOTER,0.1524,10
BROOKS,0.2347,10
HAVISHA,0.1378,6
HBLENGINE,0.3056,10
SBILIFE,0.4269,10
SBIN,0.2951,10
NAHARSPING,0.7351,1
SEAMECLTD,0.2188,6
SCILAL,0.2094,10
CHAMBLFERT,0.0063,10
SECURKLOUD,-0.089,2
PAYTM,0.0611,10
20MICRONS,0.2522,10
AARVI,0.0914,10
SELAN,0.2521,10
SEMAC,0.1806,9
SELMC,0.01,10
GANGAFORGE,-0.0183,4
HERCULES,0.2077,10
SENCO,0.1801,10
SESHAPAPER,0.1223,4
SETUINFRA,0.0,1
KIRLOSIND,0.3816,2
SERVOTECH,0.33,10
INOXWIND,0.3335,10
RETAIL,0.1195,10
SFL,-0.0195,10
SGLTL,0.1612,10
CROMPTON,0.3408,10
DANGEE,0.1011,10
RKEC,0.2646,10
SHAH,0.3,10
DCMNVL,0.0,0
SHALBY,0.2077,10
MASFIN,0.239,9
SHANTIGEAR,0.3137,7
SHANTI,0.3881,10
DGCONTENT,0.4439,2
DHANBANK,0.2848,10
NEWGEN,0.3715,10
ROSSELLIND,-0.1558,8
SHAREINDIA,0.5348,10
DHANUKA,0.3508,10
SHEMAROO,0.1972,10
SHIVAMAUTO,0.1192,5
SHIVALIK,0.2867,10
NIBE,0.2642,10
PNC,0.2587,10
MBAPL,0.2202,2
SHREDIGCEM,0.0981,5
ITCHOTELS,0.2512,10
RPPL,0.074,10
SHREEPUSHK,-0.3057,3
RPTECH,0.0716,10
ALANKIT,0.109,10
SHREERAMA,0.2497,10
NITCO,0.4581,10
EDELWEISS,0.0402,10
SHYAMCENT,0.3182,1
JAMNAAUTO,-0.0645,10
POWERGRID,0.0591,10
SHYAMMETL,0.2765,10
MEDPLUS,0.1469,10
NORBTEAEXP,0.0772,1
RUSHIL,0.2883,10
SIGACHI,0.2203,10
ANURAS,0.346,10
SIGMA,0.2476,10
SIGNATURE,0.1988,10
PRECAM,0.1845,10
JETFREIGHT,-0.0341,10
SILLYMONKS,0.1612,10
SILVERTUC,0.0,1
ARCHIDPLY,0.1956,10
EMCURE,0.1738,10
SINDHUTRAD,0.1084,6
NTPC,0.2044,10
PRIVISCL,0.2086,7
ENIL,0.0126,10
SINCLAIR,0.1329,10
SIRCA,0.1836,10
SITINET,-0.0808,5
SIYSIL,0.0941,10
SAH,0.1947,10
SAKAR,0.0821,10
SAILIFE,0.349,10
SKMEGGPROD,0.0,1
SJVN,0.3021,10
SKIPPER,0.2355,10
ATULAUTO,0.1283,10
OLECTRA,0.2605,10
SMCGLOBAL,0.2481,10
SMLISUZU,0.1408,10
ESSENTIA,0.3891,10
ONWARDTEC,0.4248,3
QPOWER,0.0991,10
AXISCADES,0.2057,10
BAGFILMS,0.3205,6
SNOWMAN,0.3205,10
SOBHA,0.0408,10
SOMANYCERA,0.1658,6
ORIENTALTL,0.1132,2
MOTILALOFS,0.1308,10
SOLARA,0.4766,10
SANDUMA,0.3748,10
SANGHVIMOV,0.2422,8
BASF,0.0901,10
FDC,0.0385,10
JYOTISTRUC,0.2481,10
SOUTHBANK,0.3864,10
BGRENERGY,0.2609,10
BEPL,0.2091,10
RAJTV,0.0078,7
ORIENTTECH,0.2467,10
MADRASFERT,-0.1591,2
BEL,0.1808,10
MADHAV,0.192,10
SPIC,0.2735,10
SATINDLTD,0.1219,3
SPLPETRO,0.6679,2
KANPRPLA,0.0,1
MAHAPEXLTD,0.0,0
SPLIL,0.393,10
SPORTKING,0.1374,10
RATNAMANI,0.2728,10
SRHHYPOLTD,0.1092,2
PANSARI,0.2903,10
SRF,0.1918,10
KAUSHALYA,0.176,10
BYKE,0.1348,10
SCHAND,0.216,10
MALUPAPER,0.1695,9
CENTEXT,0.053,9
STALLION,0.283,10
STARCEMENT,0.226,10
REGENCERAM,0.0516,1
SDBL,0.2201,10
STARHEALTH,0.164,10
HCG,0.0542,10
STEELXIND,0.2401,6
CIEINDIA,0.042,10
PDSL,0.116,10
STEL,0.2317,10
INNOVACAP,0.2645,9
INFY,0.1513,10
STYLAMIND,0.4776,6
STOVEKRAFT,0.249,10
STYRENIX,0.2901,10
PERSISTENT,0.2076,10
PFOCUS,0.2474,10
MANINFRA,0.2124,10
SUBROS,0.1712,10
NDLVENTURE,0.5267,1
CYBERMEDIA,0.1425,10
RHIM,0.2092,10
SGL,0.2015,10
SUNCLAY,0.3557,5
AJAXENGG,0.2343,10
MARATHON,0.1785,10
SUNDARMFIN,0.0825,8
RKSWAMY,0.1842,10
PIXTRANS,0.5682,5
SUNDARAM,0.0469,10
SUNDROP,0.1445,10
MASKINVEST,0.0,0
SUNFLAG,0.2404,10
SUPERHOUSE,0.2639,10
SUPERSPIN,0.2412,2
PLAZACABLE,0.296,1
NGIL,0.3185,2
IRMENERGY,0.4764,10
PNBGILTS,0.2969,10
SUPREMEENG,0.7906,1
KPIGREEN,0.3324,10
ROTO,0.4296,10
SURAJEST,0.1583,6
SURAJLTD,0.0,1
NIITMTS,0.1625,10
MCLEODRUSS,-0.0987,5
DPWIRES,0.253,10
MAZDA,0.1395,10
POLYMED,0.1705,10
NIRAJISPAT,0.0,0
KRN,0.2091,10
RSYSTEMS,0.1491,10
SHRIRAMPPS,0.3405,8
ALLDIGI,0.2007,10
PPLPHARMA,0.0676,10
RUBFILA,0.3224,10
ALEMBICLTD,0.2893,10
SVLL,0.0,5
SUYOG,0.1645,10
GODFRYPHLP,0.2408,10
RVHL,0.296,1
SWELECTES,0.2292,5
SUZLON,0.5195,10
GODREJCP,0.0299,10
PRAKASH,0.2306,10
AAKASH,0.2053,10
SWSOLAR,0.1263,10
TAINWALCHM,0.0,0
SYMPHONY,0.3172,10
TAJGVK,0.2075,10
NSLNISP,0.0004,10
TALBROAUTO,0.327,5
TAKE,0.3444,10
JINDALSTEL,0.065,10
TARACHAND,0.2709,10
TARAPUR,0.1882,10
PRINCEPIPE,0.2724,10
ASAHISONG,0.1531,1
TARMAT,0.036,10
PRITI,0.2671,10
TASTYBITE,0.2049,10
OCCL,0.2595,10
TATACHEM,-0.0068,10
ASIANHOTNR,0.0,0
SJS,0.2553,10
GRAPHITE,0.2296,10
SAKUMA,0.2931,10
PTC,-0.021,10
TATAELXSI,0.1419,10
TATATECH,0.1321,10
ACI,0.1273,10
PVSL,0.4002,10
PVP,0.0675,10
TCIFINANCE,0.3058,4
BAJAJHCARE,0.1829,10
SOFTTECH,0.207,10
ONMOBILE,0.1874,10
LOVABLE,0.5707,10
IMPEXFERRO,0.5267,1
JUNIPER,0.153,10
SAMPANN,0.1226,10
TCS,0.0602,10
BAJFINANCE,0.4341,10
SANDHAR,0.025,10
GSPL,0.2794,10
BBOX,0.0806,10
RAJRATAN,0.2612,10
TEXRAIL,0.2842,10
SPCENET,0.0171,10
SOUTHWEST,0.1262,10
SPANDANA,0.0459,10
BHARATSE,0.4998,10
TFL,0.1926,10
SPECTRUM,0.2247,10
THEINVEST,0.2701,10
THEMISMED,-0.0284,4
BIKAJI,0.3065,10
PAKKA,0.181,10
SRGHFL,0.0836,2
THOMASCOTT,0.0055,10
THYROCARE,0.482,10
TIIL,0.1724,10
TI,0.0892,10
TIMESGTY,0.5267,1
BPCL,0.2118,10
TIMETECHNO,0.3714,10
SSDL,0.1789,10
RAYMOND,0.1723,10
HBSL,0.1201,6
TIRUMALCHM,0.4862,2
INDSWFTLTD,0.1779,1
TIMKEN,0.0774,10
CENTURYPLY,0.2111,10
RECLTD,0.078,10
TNPETRO,0.3319,5
RELCHEMQ,0.4215,1
TNPL,0.1917,10
NATCAPSUQ,-0.2206,1
MANAKSTEEL,0.0,1
RELAXO,0.2086,10
INFOMEDIA,0.1531,10
NAVA,0.2495,10
TORNTPOWER,0.0361,10
AJANTPHARM,0.2482,10
TPLPLASTEH,0.3447,3
TOUCHWOOD,0.3205,10
NBIFIN,0.0,1
SEPC,0.4034,10
NDGL,0.0,0
TRACXN,0.1402,10
SUKHJITS,0.1926,10
CUB,0.2863,10
TREEHOUSE,0.0592,10
KKCL,-0.0327,10
TRIGYN,0.1196,10
PGIL,0.1969,10
TRENT,0.261,10
IONEXCHANG,0.2245,10
SHAILY,0.0029,10
KOLTEPATIL,0.2511,10
PFIZER,0.0854,10
PKTEA,0.0,0
TTL,0.1297,10
TTML,0.2326,10
DHUNINV,0.5267,1
IREDA,0.3049,10
NH,0.2001,10
MAYURUNIQ,0.4562,5
TVSSCS,0.3409,10
GIPCL,0.2065,10
NIITLTD,0.215,10
SHK,0.2716,10
TVVISION,0.2301,10
SHREECEM,0.071,10
SHRADHA,0.2251,10
UCOBANK,0.0831,10
UGARSUGAR,0.1852,10
NIPPOBATRY,0.5267,1
SURYAROSNI,0.4859,10
DRREDDY,0.2626,10
RRKABEL,0.4629,10
J&KBANK,0.0595,10
UMESLTD,0.1779,1
KSOLVES,0.331,10
GOACARBON,0.0426,10
KUANTUM,-0.0085,10
UNIECOM,0.2095,10
SVPGLOB,-0.0621,3
UNIDT,0.5601,10
AMNPLST,0.0,1
SWARAJENG,0.2169,9
RUPA,0.4126,10
UNITDSPR,0.4779,10
ANANTRAJ,0.3788,10
SABEVENTS,0.3352,2
UNIVASTU,0.0739,10
MGEL,0.2207,9
JINDWORLD,0.379,10
JISLDVREQS,0.0804,5
NTPCGREEN,0.4049,10
TANLA,0.2637,10
URAVIDEF,0.1027,1
USHAMART,0.0025,9
GPPL,0.0873,10
MIRZAINT,0.4392,7
URJA,0.319,10
USK,0.1145,10
LICI,0.2652,10
UTIAMC,0.0571,10
SKFINDIA,0.4494,10
SAIL,0.2855,10
GRINDWELL,-0.0629,10
IGARASHI,0.379,10
SALZERELEC,0.1836,9
VALIANTORG,0.1912,3
VAISHALI,0.0542,10
VARDHACRLC,-0.2732,1
MOLDTECH,0.1568,10
TCI,0.2971,10
VASCONEQ,0.1685,5
BAJAJHLDNG,0.1121,9
VASWANI,0.2331,10
SOLARINDS,0.3766,10
TECHNOE,0.1779,10
MOSCHIP,0.2011,10
TECHM,0.193,10
SONAMLTD,0.0,1
VENUSREM,0.296,1
RAIN,-0.037,10
TEMBO,0.2158,10
TEXMOPIPES,0.1217,10
VERANDA,0.0975,10
MPHASIS,0.3348,10
VHLTD,0.0,0
VESUVIUS,0.2378,10
OSWALGREEN,0.0783,10
M&M,0.2578,10
ADANIPORTS,0.2912,10
RAMASTEEL,0.3635,10
RAMCOCEM,0.1714,10
VIMTALABS,0.159,10
VINATIORGA,0.1121,8
MUFTI,0.41,10
MUKKA,0.1556,10
THOMASCOOK,0.2549,10
SREEL,0.2523,10
VINYLINDIA,0.2271,4
VINNY,-0.0662,10
SSWL,0.121,10
RBLBANK,0.3088,10
INDOWIND,0.2308,10
HCC,0.4157,10
STARPAPER,0.2908,10
VISASTEEL,0.0338,10
PAVNAIND,0.0,1
SCHNEIDER,0.044,10
TITAN,0.3402,10
TOKYOPLAST,0.0016,10
STEELCAS,0.1096,10
KESORAMIND,-0.008,10
CHEVIOT,0.4264,10
VMART,0.5291,10
HDFCLIFE,0.159,10
KICL,0.1427,10
REPL,0.1715,10
VOLTAS,0.2757,10
STYLEBAAZA,0.278,10
VSSL,0.3527,10
VSTIND,0.3827,10
SENORES,0.2483,10
VSTTILLERS,0.2775,10
PHOENIXLTD,0.3332,10
TRANSWORLD,0.1277,10
SUMICHEM,0.3332,10
MANUGRAPH,0.1327,10
WANBURY,0.3797,10
RICOAUTO,0.0124,10
TRF,0.2082,10
WEIZMANIND,-0.3818,1
TTKHLTCARE,0.296,1
WELCORP,0.2574,10
WEALTH,0.4361,10
SHALPAINTS,0.1001,3
WELSPUNLIV,0.135,10
TRU,0.2075,10
TTKPRESTIG,0.1984,10
DELPHIFX,0.1988,3
PLATIND,-0.0238,10
DHANI,0.1027,10
IRIS,0.3026,10
WILLAMAGOR,0.0,0
DLINKINDIA,0.323,10
WHEELS,0.1633,10
PNBHOUSING,0.2622,10
WINSOME,0.2717,10
DEVYANI,0.0888,10
WIPRO,0.1885,10
SURANASOL,-0.0611,2
WSI,0.1986,10
SURANAT&P,-0.0945,5
HLVLTD,0.2535,10
SURYALAXMI,-0.1317,4
EIHAHOTELS,0.5305,6
SUTLEJTEX,0.0,0
XPROINDIA,0.1397,10
XELPMOC,-0.01,10
POWERMECH,0.2839,10
RSWM,0.1412,10
YATHARTH,0.1501,10
YUKEN,0.1735,10
SHYAMTEL,0.5267,1
YESBANK,0.6396,10
ALLCARGO,0.11,10
ZENITHEXPO,-0.4404,1
ZEELEARN,0.0519,10
HTMEDIA,-0.0283,10
SWIGGY,0.0564,10
ZFCVINDIA,0.0129,10
JINDALPHOT,0.0,1
MHLXMIRU,0.0,0
ZODIACLOTH,0.0,0
ZIMLAB,0.4173,4
RVNL,0.3327,10
SIMBHALS,0.0,0
ZUARIIND,-0.4847,2
ABMINTLLTD,0.0,0
TARC,0.1711,10
ZUARI,0.0093,10
NUVOCO,0.1961,10
TUNWAL,0.2969,10
PRIZOR,0.1621,9
IDEA,0.2749,10
SAGILITY,0.383,10
EFFWA,-0.002,10
V2RETAIL,0.3399,10
TATAINVEST,0.177,10
ATL,0.2598,10
SMARTLINK,0.162,10
DPEL,0.5258,10
TATVA,0.1914,10
SMSPHARMA,0.1848,10
VISAMAN,0.0264,7
LODHA,0.1355,10
MASON,0.0117,10
MEDIORG,0.0129,4
WINNY,-0.0067,10
SPCL,0.5043,10
TEAMLEASE,0.0413,10
VENKEYS,0.3403,10
TERASOFT,0.1879,10
GPECO,0.3639,10
ZTECH,0.1625,10
TBI,0.0455,10
VENTIVE,0.3977,10
KAJARIACER,0.1064,10
RULKA,0.2157,10
TGBHOTELS,0.296,1
SAPPHIRE,-0.0031,10
GUJTHEM,0.3134,6
QUESTLAB,0.1367,10
BEML,0.1629,10
PRLIND,0.5267,1
SPMLINFRA,0.1482,10
VERITAAS,0.181,10
VINCOFE,0.5106,1
EMMIL,-0.0047,10
BLUEDART,0.2541,10
THERMAX,0.1602,10
TIINDIA,0.1259,10
TICL,0.1514,10
RBS,0.3004,10
DCG,0.0525,10
MAITHANALL,0.1403,3
PARAGMILK,0.2931,10
FORCEMOT,0.2519,10
RBA,-0.0397,10
VIPIND,0.4207,10
RADIOWALLA,0.0707,9
TIPSMUSIC,0.2396,10
MANAKCOAT,0.0,0
CENTUM,0.1777,10
BLUEPEBBLE,0.1132,4
TITAGARH,0.296,10
STARTECK,0.1685,10
STERTOOLS,0.2421,10
ENSER,0.4913,10
SIGNORIA,0.0263,9
VPRPL,0.192,10
PRATHAM,0.2147,10
TOLINS,0.1437,10
MANBA,0.2677,10
NAVNETEDUL,0.247,3
TPHQ,0.2854,10
SEQUENT,0.4316,10
RGL,0.1669,10
TREJHARA,0.0534,9
TRANSRAILL,0.3836,10
RHL,0.3562,10
SUMMITSEC,0.2546,5
MANYAVAR,0.0709,10
DBOL,0.0289,10
KOKUYOCMLN,0.1866,2
RITES,0.1394,10
POLYSIL,0.2116,8
WEL,0.2702,10
MARKSANS,0.3029,10
MEGATHERM,0.138,8
DELAPLEX,0.2518,10
ALPEXSOLAR,0.2448,10
PLASTIBLEN,0.4113,2
IPL,0.0312,10
WESTLIFE,0.2608,10
TVSHLTD,0.1667,6
LAWSIKHO,0.1352,10
AJOONI,0.1735,10
TVSSRICHAK,0.2633,2
IBLFL,0.0513,2
SUPREMEINF,0.7906,1
SHIVATEX,0.1808,3
POCL,0.2333,10
WIPL,0.2553,10
KCEIL,0.3404,7
SHOPERSTOP,-0.046,10
XCHANGING,0.1775,10
POLYCAB,0.2577,10
EFORCE,0.29,10
PRESSTONIC,0.2127,10
GMRAIRPORT,0.2382,10
XTGLOBAL,0.3004,5
SHRIPISTON,0.1032,7
MARINETRAN,0.0258,2
YASHO,0.1835,10
SHEETAL,0.386,10
YATRA,0.112,10
ALOKINDS,0.2338,10
MICROPRO,0.1429,3
PRAJIND,0.1868,10
ELGIRUBCO,0.0232,3
SIKKO,0.1441,10
RUSTOMJEE,0.2373,10
MAITREYA,-0.0939,10
ZEEL,0.2907,10
UNIPARTS,0.0658,10
RCDL,-0.4404,1
WOMANCART,0.1302,8
NSIL,0.1546,10
PREMEXPLN,0.0817,10
SCML,0.1792,10
SADBHIN,0.0,1
PRICOLLTD,0.2147,10
ZYDUSWELL,0.6045,9
MIRCELECTR,0.0724,2
GOYALSALT,0.0923,10
CANARYS,0.0537,10
ADROITINFO,-0.3182,1
KONTOR,0.1072,10
TATACONSUM,0.2129,10
OILCOUNTUB,0.1622,2
NEWJAISA,0.1703,10
OMAXAUTO,-0.0421,2
LLOYDSENGG,0.2208,10
DIGIKORE,0.2546,10
MAL,0.2399,10
TATAPOWER,0.3106,10
TBOTEK,0.0589,10
ASTEC,0.0592,10
CELLECOR,0.1928,10
SYLVANPLY,0.0987,3
HOLMARC,0.1574,6
MADHUSUDAN,0.194,10
KEL,0.3459,10
SAMBHAAV,0.0199,10
CHAVDA,0.2479,10
BALRAMCHIN,-0.0412,10
BANSWRAS,0.2208,2
ACE,0.0557,10
LTTS,0.312,10
BARBEQUE,-0.0352,10
SONACOMS,0.0768,10
CLSL,-0.0445,4
BBTC,0.2369,10
ORIENTPPR,0.1306,3
SANGANI,0.0636,10
VINSYS,0.2828,9
BCONCEPTS,0.181,10
TFCILTD,0.19,8
MAANALU,0.2527,7
YCCL,0.0,0
MTARTECH,0.4353,10
VIDHIING,0.2781,4
ZEAL,0.375,10
TRIDHYA,0.0,4
VIKASECO,0.1521,10
BIL,0.1942,10
DRONE,0.0153,10
GLOBALPET,0.2924,10
ESFL,0.2525,6
MAHASTEEL,0.0791,3
PENTAGON,0.0743,10
MURUDCERA,0.5267,1
MUTHOOTCAP,0.074,4
SPECTSTM,0.7351,1
INDORAMA,0.1626,10
CELLPOINT,0.2812,7
NACLIND,0.1988,10
TGL,0.3239,10
HATSUN,0.145,10
DENTALKART,0.167,10
TIRUPATIFL,0.0733,4
KRISHCA,0.2307,10
AUROIMPEX,0.2112,4
CRAYONS,0.0366,10
REDTAPE,0.4797,10
TNTELE,0.0,1
PATTECH,-0.2202,2
DENEERS,0.3242,10
CHOLAHLDNG,0.1386,5
NAMAN,0.0263,10
HEIDELBERG,0.2467,10
SOTAC,0.1565,6
INFINIUM,0.1016,10
NIRMAN,0.303,10
SONAMAC,0.3818,1
MCON,0.1451,10
MVKAGRO,-0.1685,8
SRIVASAVI,0.1134,9
CREATIVE,0.397,10
VR,0.2025,10
SADHAV,0.0287,10
GRCL,-0.0341,8
CROWN,0.2475,10
HGS,0.194,10
INM,0.0431,10
KMSUGAR,0.3175,8
RITCO,0.2752,10
RBMINFRA,0.4675,6
PIGL,0.14,10
DBREALTY,0.1922,10
SUNDARMHLD,0.3028,3
MOXSH,0.3995,10
WELENT,0.209,10
ARIHANTACA,0.0,0
ALLETEC,0.3939,6
RML,0.0622,10
IRB,0.3511,10
PRITIKA,0.0542,10
IPSL,0.2633,2
SUNPHARMA,0.1994,10
KONSTELEC,0.2292,10
WINDLAS,0.2268,10
WHIRLPOOL,0.0743,10
TVSMOTOR,0.3899,10
KLL,0.2423,10
FROG,0.0428,10
WONDERLA,0.3532,10
KANDARP,0.2434,10
TECHLABS,0.1552,10
APS,0.2786,10
MAKS,0.13,10
DLF,0.2442,10
SJLOGISTIC,0.0,1
MEGAFLEX,-0.0003,8
VIVIANA,0.1429,10
JFLLIFE,0.1549,4
SUVENPHAR,0.0738,5
VEEKAYEM,0.4404,1
USASEEDS,0.0,0
ULTRACEMCO,0.0805,10
EIFFL,0.3483,10
MWL,0.018,10
AGNI,0.1512,10
SARTELE,0.1038,9
ABSLAMC,0.3775,10
SONUINFRA,0.0,0
SIL,0.1573,10
LEMERITE,0.097,3
HYBRIDFIN,0.237,4
KRISHNADEF,0.4767,1
PROPEQUITY,0.1258,10
UNITEDTEA,0.6124,1
SABTNL,0.1584,10
COOLCAPS,0.6098,4
SWARAJ,0.323,10
MINDTECK,0.484,10
TARIL,0.4665,10
MADHAVBAUG,0.1359,9
SATIPOLY,0.0592,10
SAHAJSOLAR,0.1764,10
TIMESCAN,0.064,10
ACL,0.1268,10
JLHL,0.144,10
NIDAN,0.0804,5
TATACOMM,0.1197,10
OFSS,0.1508,10
OIL,0.2499,10
INSPIRE,0.5542,10
AKIKO,0.0761,10
BEWLTD,0.0331,5
DTL,0.2007,10
BMETRICS,0.2561,10
MOBIKWIK,0.171,10
SALASAR,0.1455,10
QUICKHEAL,0.0874,10
ORBTEXP,0.1282,3
PARTYCRUS,0.7269,1
RADIANTCMS,0.3461,7
FALCONTECH,0.0258,2
VEEDOL,0.017,10
SOMATEX,0.103,3
BASILIC,-0.0269,10
SONATSOFTW,0.0356,10
LYKALABS,0.2789,10
SANSERA,0.2985,10
SURANI,-0.0015,10
SARDAEN,0.2959,10
SHUBHLAXMI,0.1848,10
VILAS,0.2308,10
ORIANA,0.1314,10
SHRITECH,-0.2263,1
JAKHARIA,0.0,2
MAHICKRA,0.1012,2
VIKASLIFE,0.1705,10
RAMCOSYS,0.1187,9
VIJAYA,0.1184,10
SPENCERS,-0.1971,10
GREENCHEF,0.2572,10
VINEETLAB,0.6258,1
PANACHE,0.0623,10
SRPL,-0.0342,5
BRITANNIA,0.2369,10
FELIX,-0.02,10
BUTTERFLY,0.2579,10
OMFURN,0.163,7
ALUWIND,0.1469,10
TIL,0.0187,10
TIPSFILMS,0.0129,8
CADSYS,0.3089,1
GOLDSTAR,0.2797,10
STAR,0.1582,10
SECMARK,0.0917,10
TRANSWIND,0.0,1
PASHUPATI,0.0553,10
STEELCITY,0.2955,10
PCBL,0.0682,10
ACCORD,-0.0292,10
ENFUSE,0.2067,10
ASLIND,0.1648,10
JALAN,0.1169,10
GICL,0.1525,10
REPCOHOME,0.3769,10
RENUKA,0.1419,10
SUBEXLTD,0.0313,10
SYSTANGO,0.1183,10
KIMS,0.1467,10
CUBEXTUB,-0.3321,3
SHAIVAL,0.0158,6
AHIMSA,0.1114,10
SULA,0.1265,10
DCAL,0.2905,10
PILITA,0.0962,10
360ONE,0.2605,10
KOHINOOR,0.2762,10
63MOONS,0.2599,10
TRIVENI,0.2832,10
ANDHRAPAP,-0.0191,4
SHARDAMOTR,0.2825,2
ITALIANE,0.0656,10
ATLANTAA,-0.0604,10
TVSELECT,0.2093,8
KPEL,0.4631,10
WINDMACHIN,-0.0116,5
RPEL,0.2802,10
TVTODAY,0.0036,10
RPGLIFE,0.2582,10
UCAL,0.0601,10
SWASTIK,0.2664,10
DIXON,0.1255,10
ADANIENT,0.2275,10
UBL,0.2917,10
ADANIPORTS,0.2912,10
HRHNEXT,0.1412,7
ADVANIHOTR,0.1756,6
AEGISLOG,0.245,10
ISHAN,0.1442,10
UGROCAP,0.1392,10
SHRENIK,0.0204,10
JAIPURKURT,0.0,1
YAARI,0.2027,10
SHRIRAMFIN,0.2588,10
RTNPOWER,0.221,10
ROCKINGDCE,0.2633,2
LAKPRE,0.0,0
GODAVARIB,-0.0389,3
ALIVUS,0.3628,10
SKP,0.2449,10
SWANENERGY,0.3849,10
AMJLAND,0.3306,10
ZAGGLE,0.1719,10
TRANSTEEL,0.1524,10
ONDOOR,0.1794,10
ANGELONE,0.2842,10
ARROWGREEN,0.1425,9
ARVSMART,0.2618,6
ATCOM,0.0654,4
UNITECH,-0.0371,10
ARVIND,0.2666,10
COMMITTED,0.4063,10
KARNIKA,0.1873,10
ZOTA,0.2956,10
ASAL,-0.1245,10
ATUL,0.3606,10
GPTHEALTH,0.435,3
ZYDUSLIFE,0.2263,10
AXISBANK,0.1568,10
SIS,0.1075,10
EUROBOND,0.1083,10
BANCOINDIA,0.4272,10
BALKRISHNA,0.1937,10
ASTRAL,0.2999,10
SALSTEEL,0.2242,5
